"";"CO_MUNICIPIO";"Populacao";"desp_aluno_mat";"CO_ENTIDADE";"IN_LOCAL_FUNC_PREDIO_ESCOLAR";"IN_LOCAL_FUNC_SALAS_EMPRESA";"IN_LOCAL_FUNC_SOCIOEDUCATIVO";"IN_LOCAL_FUNC_UNID_PRISIONAL";"IN_LOCAL_FUNC_PRISIONAL_SOCIO";"IN_LOCAL_FUNC_TEMPLO_IGREJA";"IN_LOCAL_FUNC_CASA_PROFESSOR";"IN_LOCAL_FUNC_GALPAO";"IN_AGUA_FILTRADA";"IN_AGUA_REDE_PUBLICA";"IN_AGUA_POCO_ARTESIANO";"IN_AGUA_CACIMBA";"IN_AGUA_FONTE_RIO";"IN_AGUA_INEXISTENTE";"IN_ENERGIA_REDE_PUBLICA";"IN_ENERGIA_INEXISTENTE";"IN_LABORATORIO_INFORMATICA";"IN_QUADRA_ESPORTES";"IN_BIBLIOTECA";"IN_SALA_LEITURA";"IN_INTERNET";"IN_BANDA_LARGA";"IN_ALIMENTACAO";"UF";"Nome_Escola";"Indicador_Escola";"num_matriculas"
"5070";2311306;85991;10805,4627485501;23101555;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;1;1;1;1;"CE";"JOAO GONCALVES DA ROCHA EEF";4,1;506
"5071";2311306;85991;10805,4627485501;23194367;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;0;1;1;1;1;"CE";"PADRE VICENTE GONCALVES ALBUQUERQUE EEF";3,6;726
"5072";2311306;85991;10805,4627485501;23101300;1;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;1;0;1;0;0;1;"CE";"PEDRO RODRIGUES FILHO EEF";4,2;467
"5073";2311306;85991;10805,4627485501;23100621;1;0;0;0;0;0;0;0;1;1;0;1;0;0;1;0;1;1;0;0;1;1;1;"CE";"NEMESIO BEZERRA EEF";4,3;857
"5074";2311306;85991;10805,4627485501;23101059;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;1;0;1;0;0;1;"CE";"AUDISIO PINHEIRO EEF";4,7;350
"5075";2311306;85991;10805,4627485501;23101083;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;1;0;0;1;"CE";"EDMILSON PINHEIRO EEF";4,3;386
"5076";2311306;85991;10805,4627485501;23101369;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;1;0;1;1;0;1;"CE";"ANTONIO MARTINS DE ALMEIDA EEF";4,9;361
"5077";2311306;85991;10805,4627485501;23259175;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;1;0;0;1;"CE";"MARIA DE LOURDES FERREIRA DE LIMA";3,8;96
"5078";2311306;85991;10805,4627485501;23101679;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;1;0;1;"CE";"FRANCISCO FERREIRA LIMA EEF";4,2;272
"5079";2508406;2745;14920,774911032;25014650;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;1;0;1;1;1;"PB";"INSTITUTO EDUCACIONAL DO ENSINO FUNDAMENTAL E MEDIO RONALDO GONCALVES SARMENTO";3,7;580
"5080";4209607;15073;28538,6779302832;42014417;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;1;0;0;1;1;1;"SC";"ESCOLA MUNICIPAL PROFESSOR JOSE HELEODORO BARRETO JUNIOR";4,7;170
"5081";4209607;15073;28538,6779302832;42014387;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;1;1;1;1;"SC";"EM PROF LIGIA CHAVES CABRAL";5,1;130
"5082";4209607;15073;28538,6779302832;42146780;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;1;1;1;"SC";"ESCOLA MUNICIPAL HILARIO PESCADOR";5,7;502
"5083";4209607;15073;28538,6779302832;42014379;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;1;0;0;1;1;1;"SC";"ESCOLA MUNICIPAL PROFESSORA EMILIA MAMEDE SOARES";4,2;237
"5084";2310704;36928;11426,2611902154;23045213;1;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;1;0;0;1;1;1;1;"CE";"DOMINGOS DA CUNHA BRAGA EEIF";5,3;297
"5085";2310704;36928;11426,2611902154;23045795;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;1;1;1;1;"CE";"RAIMUNDO NONATO PESSOA EEIF";6,1;306
"5086";2310704;36928;11426,2611902154;23045817;1;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;1;0;0;1;1;1;1;"CE";"ALOISIO DOMINGOS DE SOUSA EEIF";5,1;142
"5087";2310704;36928;11426,2611902154;23045957;1;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;1;1;0;1;1;1;1;"CE";"ANTONIO CARNEIRO EEIF PREFEITO";4,7;334
"5088";2310704;36928;11426,2611902154;23046090;1;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;1;0;1;0;0;1;"CE";"JOSE GOMES DA SILVA EEIF";4,2;210
"5089";2310704;36928;11426,2611902154;23046155;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;0;1;1;1;1;"CE";"JOAO GOMES DA SILVA EEIF PREFEITO";4,6;576
"5090";2310704;36928;11426,2611902154;23238038;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;0;1;1;1;1;"CE";"VICENTE FEIJO DE MELO EEIF";4,5;555
"5091";2310704;36928;11426,2611902154;23046104;1;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;1;1;0;0;1;1;1;"CE";"SAO JOSE - MACACOS EEIF";4,2;153
"5092";2310704;36928;11426,2611902154;23045604;1;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;1;0;1;1;1;1;"CE";"SEBASTIANA RODRIGUES DE SOUSA EEIF";5,3;146
"5093";2310704;36928;11426,2611902154;23045965;1;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;1;0;0;1;1;0;1;"CE";"MANOEL FELIX GOMES EEIF";4,9;320
"5094";2310704;36928;11426,2611902154;23045590;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;0;1;1;1;1;"CE";"EDSON MARTINS CAMPELO EEF";3,7;429
"5095";2310704;36928;11426,2611902154;23045299;1;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;1;1;0;1;1;1;1;"CE";"FCO SA NUCLEO D EEIF";4,7;209
"5096";2310704;36928;11426,2611902154;23205644;1;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;1;0;0;1;"CE";"7 DE SETEMBRO EEIF";5,2;151
"5097";2310704;36928;11426,2611902154;23564083;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;1;0;1;1;1;1;"CE";"FRANCISCO EDSON TABOSA EEF";4,2;433
"5098";2310704;36928;11426,2611902154;23045442;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;0;1;1;1;1;"CE";"MARIA GLAUCINEIDE FIRMIANO DA SILVA EEIF PROFESSORA";4,8;517
"5099";2310704;36928;11426,2611902154;23045779;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;0;1;1;1;1;"CE";"WALDEMAR ALCANTARA EEF GOVERNADOR";4,5;681
"5100";2310704;36928;11426,2611902154;23045280;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;0;1;1;1;1;"CE";"FRANCISCO SA EEF";5,3;895
"5101";3531803;56335;34551,9080409357;35267247;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;0;0;0;0;1;"SP";"TEREZINHA DO MENINO JESUS CALIL PROFESSORA";5,1;919
"5102";3531803;56335;34551,9080409357;35289243;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;1;0;0;1;0;1;"SP";"LEOPOLDO PAVIOTTI ESCOLA MUNICIPAL";5,4;625
"5103";3531803;56335;34551,9080409357;35361665;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;1;0;1;1;1;"SP";"SAN REMO ESCOLA MUNICIPAL";5,9;557
"5104";3531803;56335;34551,9080409357;35437505;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;1;0;1;1;1;1;"SP";"VISTA ALEGRE ESCOLA MUNICIPAL";5,5;613
"5105";3531803;56335;34551,9080409357;35004022;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;1;1;1;1;"SP";"ESCOLA MUNICIPAL JOSE ROSS MATHEUS FILHO";4,9;249
"5106";3531803;56335;34551,9080409357;35361379;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;1;0;1;1;1;1;"SP";"FAUZE CALIL CANFUR PROFESSOR ESCOLA MUNICIPAL";5,5;329
"5107";5104609;12789;30738,9160884956;51049805;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;1;0;1;1;1;"MT";"EMEB ANFILOFIO DE SOUZA CAMPOS";4,7;931
"5108";3155603;30878;16428,2576434783;31218197;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;1;0;1;1;1;"MG";"EM PROF GUMERCINDO COSTA";3,9;256
"5109";3155603;30878;16428,2576434783;31218201;1;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;1;"MG";"ESCOLA MUNICIPAL EDMUNDO DE ALMEIDA ROCHA";5,6;78
"5110";3155603;30878;16428,2576434783;31092053;1;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0;1;"MG";"ESCOLA MUNICIPAL JOSE GONCALVES DOS SANTOS";5,1;127
"5111";3155603;30878;16428,2576434783;31092185;1;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0;1;"MG";"ESCOLA MUNICIPAL DE TRACADAL";5;127
"5112";3155603;30878;16428,2576434783;31092118;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;1;1;1;"MG";"EM DE SAO CAMILO";4,1;98
"5113";3155603;30878;16428,2576434783;31092096;1;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;1;"MG";"EM DE SANTANA";4,8;213
"5114";3155603;30878;16428,2576434783;31082376;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;0;0;1;1;1;"MG";"ESCOLA MUNICIPAL PROFESSORA ROSA HERCULANA";4,6;205
"5115";3156007;13453;21965,3783957219;31030074;1;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;1;0;0;0;1;"MG";"EM SANTOS COSTA";4,9;156
"5116";4320677;10404;17767,6533387358;43120520;1;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;1;1;0;1;1;1;"RS";"ESC MUN ENS FUN GUARARAPES";5,2;391
"5117";4320677;10404;17767,6533387358;43120180;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;1;0;1;1;1;"RS";"ESC MUN ENS FUN CARLOS BOETTCHER FILHO";5,1;565
"5118";4320677;10404;17767,6533387358;43180655;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;1;1;0;1;1;1;"RS";"ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL NOSSA SENHORA DA GLORIA";5,3;1159
"5119";4320677;10404;17767,6533387358;43120822;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;1;1;0;1;1;1;"RS";"EMEF NOSSA SENHORA DE FATIMA";4,8;786
"5120";2918704;3996;39655,275;29231183;1;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;1;0;1;"BA";"ESCOLA BERNARDO JOSE DE OLIVEIRA";4;435
"5121";2312601;12805;11334,1494391408;23046201;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;1;1;1;1;1;"CE";"ANTONIO HONORATO EEB";3,8;376
"5122";2312601;12805;11334,1494391408;23046376;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;0;1;1;1;1;"CE";"PADRE JOSE SINVAL FACUNDO EEB";4;386
"5123";3140001;59343;32599,6275217391;31243957;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;1;0;1;0;1;"MG";"EM WILSON PIMENTA FERREIRA";2,8;317
"5124";3140001;59343;32599,6275217391;31107301;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;1;0;1;0;1;"MG";"E M DE BARRO BRANCO";5,1;148
"5125";3140001;59343;32599,6275217391;31321524;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;1;0;1;0;1;"MG";"EM DOM OSCAR DE OLIVEIRA";3,9;592
"5126";3140001;59343;32599,6275217391;31106402;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;1;0;1;1;1;"MG";"EM SINHO MACHADO";4,1;340
"5127";3140001;59343;32599,6275217391;31107352;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;1;1;0;1;0;1;"MG";"EM SERRA DO CARMO";3,1;146
"5128";3140001;59343;32599,6275217391;31343021;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;1;1;0;1;0;1;"MG";"EM DOM LUCIANO PEDRO MENDES DE ALMEIDA";4,1;681
"5129";3140001;59343;32599,6275217391;31107204;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;1;0;1;0;1;"MG";"ESCOLA MUNICIPAL DE AGUAS CLARAS";4,4;122
"5130";2111003;20272;10334,8227470093;21200980;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;"MA";"UNIDADE INTEGRADA ATENIENSE";3,8;749
"5131";2914406;25279;12898,9960832065;29063620;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;1;"BA";"ESCOLA DE 1 GRAU ARTEMIZIA RODRIGUES NOGUEIRA";4,2;357
"5132";2914406;25279;12898,9960832065;29063337;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;"BA";"ESCOLA MUNICIPAL EMIDIO PEREIRA EVANGELISTA";4,1;219
"5133";2914406;25279;12898,9960832065;29063639;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;1;0;1;0;1;"BA";"ESCOLA MUNICIPAL DE 1 GRAU RUI BARBOSA";4,4;243
"5134";2914406;25279;12898,9960832065;29063647;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;0;1;0;0;1;"BA";"ESCOLA MUNICIPAL JULIAO DE SOUZA BRAGA";4,3;264
"5135";2914406;25279;12898,9960832065;29443741;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;1;0;1;0;0;1;"BA";"ESCOLA MUNICIPAL PROFª ZELIA RIBEIRO COUTINHO";4,1;497
"5136";2914406;25279;12898,9960832065;29063302;1;0;0;0;0;0;0;0;1;1;0;1;0;0;1;0;1;1;0;1;1;0;1;"BA";"EDUCANDARIO ANISIO DE SOUZA MARQUES";3,6;341
"5137";2914406;25279;12898,9960832065;29063329;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;1;0;1;1;1;1;"BA";"EDUCANDARIO ROBERTO FIGUEIRA SANTOS";4,1;247
"5138";2914406;25279;12898,9960832065;29063280;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;0;1;1;1;1;"BA";"ESCOLA MUNICIPAL ALTINO RODRIGUES";4,6;624
"5139";2311405;77931;11228,9907161526;23102713;1;0;0;0;0;0;0;0;1;1;0;1;0;0;1;0;1;0;0;1;1;1;1;"CE";"ALFREDO ALMEIDA MACHADO EEF";5,7;169
"5140";2311405;77931;11228,9907161526;23102985;1;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;1;1;0;0;1;1;1;"CE";"OSVALDO MARTINS DE ALMEIDA EEF";5,6;135
"5141";2311405;77931;11228,9907161526;23252251;1;0;0;0;0;0;0;0;1;1;0;1;0;0;1;0;1;0;0;1;1;1;1;"CE";"MARIA VIDAL PIMENTA LIMA EEF";6,4;211
"5142";2311405;77931;11228,9907161526;23101920;1;0;0;0;0;0;0;0;1;1;0;1;0;0;1;0;1;0;0;1;1;1;1;"CE";"JOAQUIM FERNANDES DR EEF";5,9;335
"5143";2311405;77931;11228,9907161526;23102373;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;0;1;1;1;1;"CE";"VIRGILIO TAVORA CEL EEF";4,8;562
"5144";2311405;77931;11228,9907161526;23102950;1;0;0;0;0;0;0;0;1;1;0;1;0;0;1;0;1;0;0;1;1;0;1;"CE";"MANOEL FARIAS DE ALMEIDA EEF";6,4;216
"5145";2311405;77931;11228,9907161526;23103590;1;0;0;0;0;0;0;0;1;1;0;1;0;0;1;0;1;1;0;1;1;1;1;"CE";"VIRGILIO TAVORA CEL EEF";5,4;282
"5146";2311405;77931;11228,9907161526;23103612;1;0;0;0;0;0;0;0;1;1;0;1;0;0;1;0;1;1;0;1;1;0;1;"CE";"ALFREDO ALMEIDA MACHADO EEF";5,8;411
"5147";2311405;77931;11228,9907161526;23103574;1;0;0;0;0;0;0;0;1;1;0;1;0;0;1;0;1;1;0;0;1;0;1;"CE";"SALVIANO PATRICIO DE ALMEIDA EEF";5,5;234
"5148";2311405;77931;11228,9907161526;23227621;1;0;0;0;0;0;0;0;1;1;0;1;0;0;1;0;1;1;0;1;1;0;1;"CE";"ALOISIO BARROS LEAL EEF";4,7;278
"5149";2311405;77931;11228,9907161526;23102160;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;1;1;1;1;1;"CE";"LUIZA TAVORA EEF DONA";4,8;643
"5150";2311405;77931;11228,9907161526;23103051;1;0;0;0;0;0;0;0;1;1;0;1;0;0;1;0;1;1;0;1;1;0;1;"CE";"FRANCISCO CARNEIRO SOBRINHO EEF";5,5;202
"5151";2311405;77931;11228,9907161526;23103094;1;0;0;0;0;0;0;0;1;1;0;1;0;0;1;0;1;1;0;1;1;0;1;"CE";"JONAS GONZAGA DE SOUSA EEF";5,3;223
"5152";2311405;77931;11228,9907161526;23324414;1;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;1;0;0;0;1;0;1;"CE";"JOSE LEONCIO EEF CEL";5,7;116
"5153";2311405;77931;11228,9907161526;23102705;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;1;0;1;1;1;1;"CE";"ALFREDO ALMEIDA MACHADO EEF";5,8;130
"5154";2311405;77931;11228,9907161526;23232382;1;0;0;0;0;0;0;0;1;1;0;1;0;0;1;0;1;1;0;1;1;1;1;"CE";"PE JOSE VAN ESCH EEF";5;563
"5155";2311405;77931;11228,9907161526;23102101;1;0;0;0;0;0;0;0;1;1;0;1;0;0;1;0;1;0;0;1;1;1;1;"CE";"JOSE MARIO BARBOSA EEF";4,4;585
"5156";2311405;77931;11228,9907161526;23103426;1;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;1;0;0;1;1;1;1;"CE";"DAMIAO CARNEIRO EEF";5;191
"5157";2311405;77931;11228,9907161526;23102390;1;0;0;0;0;0;0;0;1;1;0;1;0;0;1;0;1;0;0;1;1;1;1;"CE";"ZILA ZILDA CARNEIRO EEF";7,3;937
"5158";2311405;77931;11228,9907161526;23102195;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;1;0;1;1;1;"CE";"MANOEL MARTINS DE ALMEIDA EEF";6,2;655
"5159";2311405;77931;11228,9907161526;23103973;1;0;0;0;0;0;0;0;1;1;0;1;0;0;1;0;1;1;0;1;1;0;1;"CE";"JOSE MARINHO DE GOES EEF";4,2;733
"5160";2311405;77931;11228,9907161526;23102772;1;0;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0;0;0;1;1;0;1;"CE";"FRANCISCO FELIPE FILHO EEF";5,8;155
"5161";2311405;77931;11228,9907161526;23101806;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;0;1;1;1;1;"CE";"ALVARO DE ARAUJO CARNEIRO EEF";6,2;512
"5162";2311405;77931;11228,9907161526;23103221;1;0;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0;0;0;0;1;0;1;"CE";"VALDIVINO FERREIRA BRAGA EEF";4,5;163
"5163";2311405;77931;11228,9907161526;23102853;1;0;0;0;0;0;0;0;1;1;0;1;0;0;1;0;1;0;0;1;1;0;1;"CE";"JOSE CARLOS DA SILVA EEF";7,6;264
"5164";2311405;77931;11228,9907161526;23103736;1;0;0;0;0;0;0;0;1;1;0;1;0;0;1;0;1;1;0;1;1;0;1;"CE";"HORACIO XAVIER DO COUTO EEF";5,2;179
"5165";2311405;77931;11228,9907161526;23103728;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;0;1;1;0;1;"CE";"FRANCISCO DE CASTRO CARDOSO EEF";4,3;153
"5166";2311405;77931;11228,9907161526;23102144;1;0;0;0;0;0;0;0;1;1;0;1;0;0;1;0;1;1;0;1;1;1;1;"CE";"LEORNE BELEM ESC AGRICOLA EF DEP";6,9;337
"5167";2311405;77931;11228,9907161526;23102675;1;0;0;0;0;0;0;0;1;1;0;1;0;0;1;0;1;1;0;1;1;0;1;"CE";"VICENTE DE CASTRO EEF";5,1;177
"5168";2311405;77931;11228,9907161526;23102446;1;0;0;0;0;0;0;0;1;1;0;1;0;0;1;0;1;1;0;1;1;0;1;"CE";"FRANCISCO LOBO EEF";5,8;582
"5169";2311405;77931;11228,9907161526;23103779;1;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;1;1;0;1;1;1;1;"CE";"JOSE MARTINS DE ALMEIDA EEF";5,4;302
"5170";2311405;77931;11228,9907161526;23103353;1;0;0;0;0;0;0;0;1;1;0;1;0;0;1;0;1;0;0;1;1;0;1;"CE";"WICAR PARENTE DE PAULA PESSOA EEF GAL";6,9;149
"5171";2311405;77931;11228,9907161526;23103302;1;0;0;0;0;0;0;0;1;1;0;1;0;0;1;0;1;1;0;1;1;0;1;"CE";"JOSE PEREIRA EEF";5,8;219
"5172";2201572;3485;14757,1600655738;22112944;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;1;1;1;"PI";"ESCOLA MUNICIPAL GINASIO MONTE SINAI";4,6;275
"5173";2912905;17573;15249,9156105347;29301343;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;1;0;1;1;1;"BA";"ESCOLA MUNICIPAL MAURO BARREIRA DE ALENCAR";3,2;782
"5174";2912905;17573;15249,9156105347;29386942;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;1;0;1;1;1;"BA";"COLEGIO MUNICIPAL PAULO SOUTO";2,8;839
"5175";2912905;17573;15249,9156105347;29300991;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;1;0;1;1;1;1;"BA";"ESCOLA MUNICIPAL MARIANA ANDRADE MEIRA";2,4;659
"5176";3162559;11262;14504,4183168317;31236250;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;1;1;1;1;1;"MG";"ESCOLA MUNICIPAL DONA DURVALINA";5,2;1170
"5177";2906857;12203;14243,2685714286;29137152;1;0;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0;0;0;0;1;1;1;"BA";"ESCOLA MUNICIPAL JOANA RIOS";3,1;330
"5178";2906857;12203;14243,2685714286;29379008;1;0;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0;1;1;0;1;1;1;"BA";"ESCOLA MUNICIPAL PAULO FREIRE";4,1;547
"5179";2906857;12203;14243,2685714286;29423414;1;0;0;0;0;0;0;0;1;1;0;1;0;0;1;0;1;1;1;0;1;1;1;"BA";"CENTRO EDUCACIONAL MANOEL GERALDO CARNEIRO";2,6;992
"5180";2516805;9465;11883,2788511327;25012460;1;0;0;0;0;0;0;0;1;1;0;1;0;0;1;0;1;0;0;1;1;0;1;"PB";"EMEF JOSE ADRIANO DE ANDRADE";3,6;551
"5181";2313351;18709;11327,9653451552;23046686;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;0;0;1;0;1;"CE";"FELICISSIMO BERNARDO EEF";5,3;263
"5182";2313351;18709;11327,9653451552;23046830;1;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;1;1;1;0;1;0;1;"CE";"LUIZA DA SILVA MOTA EEF";5,1;603
"5183";2313351;18709;11327,9653451552;23046970;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;0;0;1;1;1;"CE";"JOSE MOREIRA LOPES EEF";4,1;245
"5184";2313351;18709;11327,9653451552;23046708;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;1;0;0;1;0;1;"CE";"SAO JOAO BATISTA EEF";4;204
"5185";2313351;18709;11327,9653451552;23046740;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;0;1;1;1;1;"CE";"JOAQUIM CHAGAS BARRETO EEF";4,6;278
"5186";2313351;18709;11327,9653451552;23046953;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;0;1;1;1;1;"CE";"SAO PEDRO EEF";4,8;1283
"5187";2313351;18709;11327,9653451552;23046651;1;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;1;0;0;0;1;0;1;"CE";"FRANCISCO FERREIRA DE FARIAS EEF";5,3;292
"5188";2313351;18709;11327,9653451552;23267003;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;1;0;1;1;1;1;"CE";"RAIMUNDO SILVA MOTA EEF";5,2;165
"5189";2313351;18709;11327,9653451552;23046775;1;0;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0;1;1;0;1;0;1;"CE";"JOAQUINA RODRIGUES DA MOTA EEF";3,2;231
"5190";2313351;18709;11327,9653451552;23046554;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;0;0;1;0;1;"CE";"SANTA ANA EEF";4,9;266
"5191";4312658;17094;31431,2625189394;43089127;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;1;0;1;"RS";"ESC MUN ENS FUN CARLOS GOMES POLO I";4,9;148
"5192";4312658;17094;31431,2625189394;43089143;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;1;0;1;1;1;"RS";"EMEF AMALIA KERBER POLO II";4,6;144
"5193";4312658;17094;31431,2625189394;43089020;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;1;1;0;1;1;1;"RS";"ESC MUN ENS FUN SANTO ANTONIO";3,6;277
"5194";4312658;17094;31431,2625189394;43089070;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;1;1;0;1;1;1;"RS";"ESC MUN ENS FUN VALDOMIRO GRACIANO";5;157
"5195";4214409;6246;22458,423372093;42072670;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;1;0;1;0;1;"SC";"ESCOLA NUCLEADA MUN SILVA PARANHOS";5,7;266
"5196";4214409;6246;22458,423372093;42072506;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;1;0;1;1;1;"SC";"ESC NUCLEADA MUN JACINTA NUNES";5,1;533
"5197";5003306;33323;44962,7349275362;50003577;1;0;0;0;0;0;0;0;1;1;1;0;0;0;1;0;1;1;1;1;1;1;1;"MS";"EM ESTUDANTE WILLIAM TAVARES DE OLIVEIRA - POLO";5,1;424
"5198";3519105;11206;27300,2377962578;35281785;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;1;1;1;1;1;"SP";"JOAQUIM CALDAS DE SOUZA EMEF";5,7;729
"5199";4312427;2986;31139,8439655172;43150292;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;1;0;1;0;1;"RS";"ESC MUNIC ENS FUND ANTONIO DE GODOY BUENO";3,9;215
